Gene_Symbol,GeneID,Control,Yap KO,YapTg Dox-,YapTg Dox+,Combined fold change,Fold_log2
Pm20d1,ENSMUSG00000042251,16.44341566,15.43892611,6.628336772,1.307033501,4.761490259,2.251413181
Gm1123,ENSMUSG00000044860,120.5350724,154.4997028,147.4940854,39.70799045,4.761139559,2.251306918
Cd36,ENSMUSG00000002944,9.604112699,11.57097691,2.737218745,0.693548435,4.7549449,2.249428623
Cyp2b13,ENSMUSG00000040583,7.022868456,9.721595692,5.729775059,1.671333066,4.745670584,2.246611961
9130204L05Rik,ENSMUSG00000091175,2.575948101,3.639211616,0.181301658,0.054116829,4.733034128,2.242765325
Klk1,ENSMUSG00000063903,32.86706713,52.14098674,17.6310688,5.914858198,4.728817969,2.241479608
Ang4,ENSMUSG00000060615,219.5445223,482.4704875,413.8949354,192.501842,4.725016939,2.240319501
Rimbp2,ENSMUSG00000029420,0.659157034,0.935082652,0.767226182,0.230567643,4.720480022,2.238933574
Rassf5,ENSMUSG00000026430,1.272075207,1.68484297,2.933294586,0.82364996,4.716932277,2.237848888
Vdr,ENSMUSG00000022479,74.88608483,80.45135809,69.29607174,15.79113621,4.714411534,2.237077701
Sbk1,ENSMUSG00000042978,3.438610583,6.008721077,3.888603768,1.448048374,4.692558242,2.230374651
Klhl24,ENSMUSG00000062901,3.574814836,4.403918462,3.469920573,0.912483586,4.684682806,2.227951368
Nts,ENSMUSG00000019890,5.437260822,7.785523136,4.731032842,1.44606057,4.684649595,2.22794114
Comp,ENSMUSG00000031849,1.101077655,1.826892293,0.293671304,0.104093999,4.680915624,2.22679076
Apoc2,ENSMUSG00000002992,126.2264857,164.374242,76.88882697,21.46806473,4.66394705,2.22155141
Slc16a10,ENSMUSG00000019838,15.92020822,22.81903707,14.78461773,4.55898182,4.648264255,2.216692089
Lrig3,ENSMUSG00000020105,8.804954562,10.42467595,10.935064,2.788352906,4.643110665,2.215091667
Sox4,ENSMUSG00000078309,15.87494271,21.18480843,24.39783123,7.020088492,4.637896051,2.213470485
Aldh1b1,ENSMUSG00000035561,319.1788951,387.5119715,318.8398922,83.49513146,4.636203149,2.212943784
Mertk,ENSMUSG00000014361,6.012162797,8.085276434,5.712538851,1.657646145,4.634484989,2.212409027
Efna4,ENSMUSG00000028040,5.877483556,7.702310439,7.167736662,2.027333511,4.633257507,2.212026867
Casp6,ENSMUSG00000027997,64.93119576,80.97387612,46.72706773,12.58810394,4.629133828,2.210742271
Fgf1,ENSMUSG00000036585,2.876104369,4.422588657,1.039003213,0.34586219,4.619401482,2.207705939
Adrbk2,ENSMUSG00000042249,0.661620266,0.762593815,1.109955849,0.277558742,4.609303155,2.204548657
Pde2a,ENSMUSG00000030653,1.87497339,2.942671249,1.082328371,0.36880846,4.605797138,2.203450869
Defa3,ENSMUSG00000074440,105.9990427,314.8333245,289.2578404,186.5828147,4.604603628,2.203076972
Acot1,ENSMUSG00000072949,23.24982569,29.26093904,8.950291349,2.446468203,4.604326953,2.202990283
Ccr9,ENSMUSG00000029530,1.900265517,2.175858819,2.172210272,0.541008478,4.597420387,2.200824592
Acy1,ENSMUSG00000023262,44.96591025,64.59051534,41.71021377,13.09071342,4.576826618,2.19434764
Bche,ENSMUSG00000027792,54.17195206,54.97294435,44.02425028,9.771607897,4.571939238,2.19280623
Slc46a3,ENSMUSG00000029650,4.245126838,6.43444398,5.341871159,1.783675709,4.539393845,2.182499664
Gm7030,ENSMUSG00000072377,2.891932341,5.716404916,3.218154843,1.403937421,4.530999794,2.179829425
Gm11062,ENSMUSG00000079180,145.93532,343.2968206,256.0311107,133.0782429,4.525796776,2.178171804
Rnase4,ENSMUSG00000021876,32.7392335,42.16397546,28.74389727,8.193724406,4.517907596,2.175654764
2010106E10Rik,ENSMUSG00000025528,107.159958,118.4488401,68.85666507,16.84711126,4.517714878,2.175593222
Adck3,ENSMUSG00000026489,14.38378283,19.20345214,10.14141805,3.007036922,4.50262849,2.170767446
Mreg,ENSMUSG00000039395,3.417476718,5.882072889,4.981213958,1.907851574,4.493817685,2.167941595
Btnl3,ENSMUSG00000062638,40.444797,38.49845474,32.25230975,6.834228884,4.492126117,2.167398432
Abat,ENSMUSG00000057880,8.722052143,10.25978357,7.78112996,2.047380447,4.470577606,2.160461242
Hcn3,ENSMUSG00000028051,39.29000394,60.46662389,28.59262224,9.84432538,4.469939809,2.160255405
Neurl2,ENSMUSG00000039873,0.67563596,1.441785559,0.877900532,0.419272,4.468249002,2.159709585
Tmem45b,ENSMUSG00000041737,33.46804848,77.35964955,88.86338714,45.97589524,4.467625618,2.159508295
Tmsb15b2,ENSMUSG00000089996,0.702661399,1.345472342,1.582562026,0.679045943,4.462623626,2.157892136
Slc41a2,ENSMUSG00000034591,7.330062823,7.848880079,5.429516906,1.303978834,4.458519234,2.156564641
Nlrc3,ENSMUSG00000049871,0.426994044,0.696371317,0.995352271,0.364920274,4.448339001,2.153266738
1810020D17Rik,ENSMUSG00000035642,12.49926526,14.84066661,11.50014298,3.090651712,4.417963233,2.143381412
Atp5l,ENSMUSG00000038717,1.478201572,2.658706266,2.743739814,1.117973198,4.414161643,2.142139461
Sfrp5,ENSMUSG00000018822,2.339122814,3.054515837,4.087851417,1.209696262,4.412737767,2.141674016
Dmbt1,ENSMUSG00000047517,146.9384372,113.2997407,256.2491956,44.85876262,4.404622778,2.139018469
Tmsb15b1,ENSMUSG00000089768,0.320119088,0.840966934,1.368744919,0.817114807,4.400548265,2.137683281
Akr1c13,ENSMUSG00000021213,259.2946036,258.2287245,144.6242676,32.74920488,4.397962117,2.136835177
Wnk2,ENSMUSG00000037989,2.939147873,3.700115689,4.660356868,1.334677589,4.395787325,2.136121588
Nat8,ENSMUSG00000030004,35.14871243,39.97580879,17.85534766,4.625735942,4.390109085,2.134256788
Ces2d-ps,ENSMUSG00000031884,103.8014026,101.8320777,102.5140328,22.94606798,4.382848165,2.1318687
Gm9851,ENSMUSG00000051226,17.64241632,20.73174209,15.49663193,4.155003628,4.382719154,2.131826234
Ugt2a3,ENSMUSG00000035780,36.00434351,46.38087171,26.5228182,7.800709539,4.379954223,2.130915792
Fmo5,ENSMUSG00000028088,41.67679767,40.24273514,41.19192833,9.088108467,4.376548748,2.12979364
Prss12,ENSMUSG00000027978,2.870480972,3.325067775,1.212189699,0.321057896,4.373539603,2.128801358
Slc37a4,ENSMUSG00000032114,32.84241111,50.67440505,26.90530398,9.503825633,4.368104994,2.127007534
Adra2a,ENSMUSG00000033717,2.028863154,2.591381752,3.308063627,0.968201466,4.364020273,2.125657804
Sox4,ENSMUSG00000076431,11.57303106,14.80741606,14.949456,4.397158817,4.34996135,2.121002582
Lrmp,ENSMUSG00000030263,1.502003481,1.904883088,0.4811844,0.140364694,4.347614642,2.12022407
B3galt5,ENSMUSG00000074892,1.07526931,1.179664012,0.563686547,0.142369699,4.343713607,2.118928985
BC057022,ENSMUSG00000041930,1.890317994,2.726864066,2.047638008,0.680991633,4.337505383,2.116865548
Glyctk,ENSMUSG00000020258,2.587834307,3.446536636,2.068131461,0.637737844,4.318991858,2.110694597
Unc5cl,ENSMUSG00000043592,7.96051724,9.092198525,12.42512447,3.296695159,4.304766311,2.105934921
Rgmb,ENSMUSG00000048027,12.9087416,16.85802635,20.41601957,6.199355639,4.300781144,2.104598718
Mfsd7b,ENSMUSG00000066595,19.91762247,26.48878349,14.93634876,4.622519961,4.297245523,2.103412208
Plbd1,ENSMUSG00000030214,12.2625489,15.15437108,12.82206569,3.688504812,4.296005299,2.102995773
Fahd1,ENSMUSG00000045316,61.83869771,76.3978354,43.21254786,12.43585112,4.292942566,2.101966872
Tff3,ENSMUSG00000024029,1050.856489,1328.495015,918.133752,270.5913344,4.289518917,2.100815854
Cps1,ENSMUSG00000025991,271.0748773,342.6297853,370.0663184,109.0669546,4.288665923,2.100528938
Kifc2,ENSMUSG00000004187,1.583554597,1.693864777,2.863996983,0.714461578,4.28784792,2.100253738
Pdzd3,ENSMUSG00000032105,11.29219717,13.27100576,11.23453054,3.124967723,4.22507846,2.078978133
Pon3,ENSMUSG00000029759,9.575373807,15.81040656,12.95679243,5.073582277,4.216674664,2.076105715
Ephx1,ENSMUSG00000038776,107.9224826,126.8153306,53.17837593,14.82960358,4.21371695,2.075093407
Aldoc,ENSMUSG00000017390,21.63111783,20.52407767,8.7846015,1.97880515,4.212148944,2.074556452
Serpinf2,ENSMUSG00000038224,1.232076247,1.467841925,0.746933185,0.211519025,4.207014627,2.072796834
Fam19a3,ENSMUSG00000055865,0.43485401,0.787110542,0.426831166,0.183700324,4.205701549,2.072346475
Ang,ENSMUSG00000072115,8.610775976,11.85566513,6.853003274,2.254286883,4.18557751,2.065426694
2210404O07Rik,ENSMUSG00000078439,631.9635669,859.2437371,472.4828303,153.5011064,4.18503269,2.065238892
Ces2c,ENSMUSG00000061825,157.5102912,155.0724756,137.9344393,32.53305965,4.174203232,2.061500844
Slc1a1,ENSMUSG00000024935,2.716122262,3.300521256,3.210170641,0.934519573,4.174196942,2.06149867
Gm13318,ENSMUSG00000075520,11.20686619,13.55718956,14.49792624,4.203457318,4.172388368,2.060873451
Tmsb15l,ENSMUSG00000072955,0.538190409,1.085836718,1.445469681,0.700103314,4.165579455,2.058517196
2010007H06Rik,ENSMUSG00000044694,0.561231149,0.589751572,0.924319873,0.233454467,4.160518357,2.056763284
Arl4d,ENSMUSG00000034936,3.279425485,3.440735279,2.689253262,0.682549483,4.133815175,2.047473886
Apol10a,ENSMUSG00000050982,1.062686808,2.86053117,0.81594055,0.531751994,4.130387378,2.046277094
Gm766,ENSMUSG00000048473,68.31430264,65.81055268,46.68351914,10.89302867,4.128562267,2.045639464
